Company Name,Investment Date,Company ID,SIC Code,NAIC Code ,Round Number,Equity Amount Disclosed (USD Mil),Valuation at Transaction Date (USD Mil),No. of Funds at Investment Date,Firm Name,Fund Name,Fund Known Equity Invested in Company at Investment Date (USD Mil)
"@Motion, Inc.",10/01/1998,C901290518,7375,519130,2,2.50,6.80,1,Intel Capital Corp,Intel Corporation,-
"@Outcome, Inc.",06/12/1998,C901378355,7375,519130,1,0.73,3.75,2,Batterson Venture Capital,Batterson Venture Capital - Unspecified Fund,0.35
"@Outcome, Inc.",06/12/1998,C901378355,7375,519130,1,0.73,3.75,2,Undisclosed Firm,Undisclosed Fund,-
"@plan., Inc",08/01/1998,C000064101,7319,541890,3,5.18,14.08,5,"Blue Chip Venture Company, Ltd.",Blue Chip Capital Fund II,1.28
"@plan., Inc",08/01/1998,C000064101,7319,541890,3,5.18,14.08,5,Massey Burch Capital Corp,Massey Burch Venture Fund I,0.50
"@plan., Inc",08/01/1998,C000064101,7319,541890,3,5.18,14.08,5,Miami Valley Economic Development Coalition,"Miami Valley Venture Fund I, L.P.",0.23
"@plan., Inc",08/01/1998,C000064101,7319,541890,3,5.18,14.08,5,Richland Ventures,Richland Ventures,3.00
"@plan., Inc",08/01/1998,C000064101,7319,541890,3,5.18,14.08,5,Undisclosed Firm,Undisclosed Fund,-
"@Road, Inc.",09/01/1998,C000073507,7372,511210,2,6.00,8.89,4,Crimson,Crimson Asia Capital,0.58
"@Road, Inc.",09/01/1998,C000073507,7372,511210,2,6.00,8.89,4,Institutional Venture Partners,Institutional Venture Partners - Unspecified Fund,2.70
"@Road, Inc.",09/01/1998,C000073507,7372,511210,2,6.00,8.89,4,U.S. Venture Partners,"U.S. Venture Partners V, L.P.",2.70
"@Road, Inc.",09/01/1998,C000073507,7372,511210,2,6.00,8.89,4,Undisclosed Firm,Undisclosed Fund,-
"0-In Design Automation, Inc.",09/24/1998,C900385280,7372,511210,3,6.30,28.15,9,Canaan Partners,Canaan Partners - Unspecified Fund,2.70
"0-In Design Automation, Inc.",09/24/1998,C900385280,7372,511210,3,6.30,28.15,9,CMEA Development Company LLC,"CMEA Ventures II, L.P.",0.50
"0-In Design Automation, Inc.",09/24/1998,C900385280,7372,511210,3,6.30,28.15,9,aPriori Capital Partners,DLJ - Unspecified Fund,0.08
"0-In Design Automation, Inc.",09/24/1998,C900385280,7372,511210,3,6.30,28.15,9,aPriori Capital Partners,"DLJ ESC II, L.P.",0.13
"0-In Design Automation, Inc.",09/24/1998,C900385280,7372,511210,3,6.30,28.15,9,aPriori Capital Partners,DLJ IV,0.02
"0-In Design Automation, Inc.",09/24/1998,C900385280,7372,511210,3,6.30,28.15,9,Sigma Partners,Sigma Partners III,0.78
"0-In Design Automation, Inc.",09/24/1998,C900385280,7372,511210,3,6.30,28.15,9,Sprout Group,Sprout Capital VIII,1.27
"0-In Design Automation, Inc.",09/24/1998,C900385280,7372,511210,3,6.30,28.15,9,Sprout Group,"Sprout CEO Fund, L.P.",0.01
"0-In Design Automation, Inc.",09/24/1998,C900385280,7372,511210,3,6.30,28.15,9,Undisclosed Firm,Undisclosed Fund,-
1ClickCharge.com,08/04/1998,C901193862,-,-,1,1.50,4.00,1,Undisclosed Firm,Undisclosed Fund,-
24/7 Real Media Inc,01/01/1998,C000047773,7319,211111,1,10.00,160.00,3,Vertis Inc,"Big Flower Holdings, Inc.",-
24/7 Real Media Inc,01/01/1998,C000047773,7319,211111,1,10.00,160.00,3,Prospect Street Ventures,"Prospect Street NYC Discovery Fund, The",3.30
24/7 Real Media Inc,01/01/1998,C000047773,7319,211111,1,10.00,160.00,3,Metlife Insurance Company USA,Travelers Insurance Company,-
"2Bridge Software, Inc.",05/13/1998,C900183254,7372,334611,2,10.12,36.14,4,Goldman Sachs & Co,"GS Capital Partners II, L.P.",3.33
"2Bridge Software, Inc.",05/13/1998,C900183254,7372,334611,2,10.12,36.14,4,"New Enterprise Associates, Inc.",New Enterprise Associates VII,1.97
"2Bridge Software, Inc.",05/13/1998,C900183254,7372,334611,2,10.12,36.14,4,Undisclosed Firm,Undisclosed Fund,-
"2Bridge Software, Inc.",05/13/1998,C900183254,7372,334611,2,10.12,36.14,4,Undisclosed Firm,Undisclosed Fund,-
"2nd Century Communications, Inc",07/14/1998,C900563208,-,-,1,10.00,20.00,5,Accel Partners & Co Inc,Accel VI L.P.,2.93
"2nd Century Communications, Inc",07/14/1998,C900563208,-,-,1,10.00,20.00,5,North Bridge Venture Partners LP,North Bridge Venture Partners - Unspecified Fund,2.50
"2nd Century Communications, Inc",07/14/1998,C900563208,-,-,1,10.00,20.00,5,Undisclosed Firm,Undisclosed Fund,0.30
"2nd Century Communications, Inc",07/14/1998,C900563208,-,-,1,10.00,20.00,5,Undisclosed Firm,Undisclosed Fund,-
"2nd Century Communications, Inc",07/14/1998,C900563208,-,-,1,10.00,20.00,5,Venrock Inc,Venrock Associates - Unspecified Fund,1.55
2Way Corporation,01/16/1998,C900551458,7372,334611,2,3.75,7.20,3,Granite Ventures LLC,Adobe Ventures II,0.50
2Way Corporation,01/16/1998,C900551458,7372,334611,2,3.75,7.20,3,Pliant Corp,J.P. Morgan Partners - Unspecified Fund,2.00
2Way Corporation,01/16/1998,C900551458,7372,334611,2,3.75,7.20,3,Voyager Capital LLC,"Voyager Capital Fund I, L.P.",-
"2Wire, Inc.",11/13/1998,C900037795,3577,334119,1,7.70,15.00,5,Accel Partners & Co Inc,Accel VI L.P.,2.65
"2Wire, Inc.",11/13/1998,C900037795,3577,334119,1,7.70,15.00,5,Oak Investment Partners,Oak Investment Partners VIII,3.25
"2Wire, Inc.",11/13/1998,C900037795,3577,334119,1,7.70,15.00,5,Undisclosed Firm,Undisclosed Fund,-
"2Wire, Inc.",11/13/1998,C900037795,3577,334119,1,7.70,15.00,5,Undisclosed Firm,Undisclosed Fund,0.45
"2Wire, Inc.",11/13/1998,C900037795,3577,334119,1,7.70,15.00,5,Venrock Inc,Venrock Associates - Unspecified Fund,0.75
3 Day Blinds Inc,03/13/1998,C900430413,2591,337920,1,30.40,30.98,4,Summit Partners LP,"Summit Ventures IV, L.P.",9.73
3 Day Blinds Inc,03/13/1998,C900430413,2591,337920,1,30.40,30.98,4,Summit Partners LP,"Summit Ventures V, L.P.",9.73
"3-Dimensional Pharmaceuticals, Inc.",01/06/1998,C000072630,2836,325414,4,10.40,47.09,1,Bellevue Asset Management AG,BB BIOTECH AG,10.40
"3F Therapeutics, Inc.",10/22/1998,C900184068,3845,334510,1,6.75,13.35,4,Domain Associates LLC,Biotechnology Investments Limited,0.75
"3F Therapeutics, Inc.",10/22/1998,C900184068,3845,334510,1,6.75,13.35,4,Domain Associates LLC,"Domain Partners IV, L.P.",2.93
"3F Therapeutics, Inc.",10/22/1998,C900184068,3845,334510,1,6.75,13.35,4,Domain Associates LLC,"DP IV Associates, L.P.",0.07
"3F Therapeutics, Inc.",10/22/1998,C900184068,3845,334510,1,6.75,13.35,4,Undisclosed Firm,Undisclosed Fund,-
"3ware, Inc.",07/13/1998,C900184018,7379,541519,1,2.00,4.01,4,"New Enterprise Associates, Inc.",NEA Presidents Fund,0.04
"3ware, Inc.",07/13/1998,C900184018,7379,541519,1,2.00,4.01,4,"New Enterprise Associates, Inc.","New Enterprise Associates VIII, L.P.",0.96
"3ware, Inc.",07/13/1998,C900184018,7379,541519,1,2.00,4.01,4,Selby Venture Partners,"Selby Venture Partners, L.P.",0.72
"3ware, Inc.",07/13/1998,C900184018,7379,541519,1,2.00,4.01,4,Undisclosed Firm,Undisclosed Fund,-
"800.com, Inc.",12/13/1998,C000071019,5961,454111,1,4.00,9.70,2,Olympic Venture Partners,"Olympic Venture Partners IV, L.P.",4.00
"800.com, Inc.",12/13/1998,C000071019,5961,454111,1,4.00,9.70,2,Undisclosed Firm,Undisclosed Fund,0.50
AB SA,12/01/1998,C902415675,5065,423690,2,2.80,16.00,1,Enterprise Investors Sp z o o,Polish Enterprise Fund,2.80
AbaCo Pr Inc,05/01/1998,C901274334,-,-,2,6.00,25.27,2,Benchmark Capital Management Gesellschaft MBH In Liqu,Benchmark Capital - Unspecified Fund,5.00
